Date et heure;Temps ecoule (s);Energie (eV);Polarisation;Intensite brute;;Energie (eV);Intensite moyenne (+50V);Intensite moyenne (-50V);SEY
2025-06-25 14:19:28;0.42;0.00;+50V;-5.005473E-10;;0.00;-5.6447484000e-10;;
2025-06-25 14:19:28;0.61;0.00;+50V;-4.463963E-10;;1.00;-5.8255428333e-10;;
2025-06-25 14:19:28;0.80;0.00;+50V;-6.394767E-10;;2.00;-6.1187458333e-10;;
2025-06-25 14:19:28;0.99;0.00;+50V;-6.535710E-10;;3.00;-5.5985421667e-10;;
2025-06-25 14:19:28;1.17;0.00;+50V;-5.823829E-10;;4.00;-6.1775851667e-10;;
2025-06-25 14:19:33;0.20;1.00;+50V;-6.033776E-10;;5.00;-6.0961475000e-10;;
2025-06-25 14:19:34;0.39;1.00;+50V;-5.703188E-10;;6.00;-5.4531971667e-10;;
2025-06-25 14:19:34;0.58;1.00;+50V;-5.746750E-10;;7.00;-6.2520931667e-10;;
2025-06-25 14:19:34;0.77;1.00;+50V;-6.008423E-10;;8.00;-6.4494115000e-10;;
2025-06-25 14:19:34;0.98;1.00;+50V;-5.295512E-10;;9.00;-6.1015335000e-10;;
2025-06-25 14:19:34;1.17;1.00;+50V;-6.165608E-10;;10.00;-5.6200075000e-10;;
2025-06-25 14:19:40;0.20;2.00;+50V;-7.164437E-10;;;;;
2025-06-25 14:19:40;0.37;2.00;+50V;-6.959594E-10;;;;;
2025-06-25 14:19:40;0.56;2.00;+50V;-4.616067E-10;;;;;
2025-06-25 14:19:40;0.75;2.00;+50V;-7.031539E-10;;;;;
2025-06-25 14:19:40;0.94;2.00;+50V;-4.483226E-10;;;;;
2025-06-25 14:19:41;1.13;2.00;+50V;-6.457612E-10;;;;;
2025-06-25 14:19:46;0.18;3.00;+50V;-5.305648E-10;;;;;
2025-06-25 14:19:46;0.37;3.00;+50V;-5.022706E-10;;;;;
2025-06-25 14:19:46;0.56;3.00;+50V;-6.448542E-10;;;;;
2025-06-25 14:19:46;0.75;3.00;+50V;-5.105864E-10;;;;;
2025-06-25 14:19:47;0.94;3.00;+50V;-6.480936E-10;;;;;
2025-06-25 14:19:47;1.13;3.00;+50V;-5.227557E-10;;;;;
2025-06-25 14:19:52;0.20;4.00;+50V;-6.985996E-10;;;;;
2025-06-25 14:19:52;0.39;4.00;+50V;-6.908890E-10;;;;;
2025-06-25 14:19:52;0.58;4.00;+50V;-4.534939E-10;;;;;
2025-06-25 14:19:53;0.77;4.00;+50V;-7.042766E-10;;;;;
2025-06-25 14:19:53;0.96;4.00;+50V;-4.506548E-10;;;;;
2025-06-25 14:19:53;1.15;4.00;+50V;-7.086372E-10;;;;;
2025-06-25 14:19:58;0.20;5.00;+50V;-6.655417E-10;;;;;
2025-06-25 14:19:58;0.39;5.00;+50V;-6.883606E-10;;;;;
2025-06-25 14:19:58;0.58;5.00;+50V;-4.879722E-10;;;;;
2025-06-25 14:19:59;0.77;5.00;+50V;-6.733551E-10;;;;;
2025-06-25 14:19:59;0.96;5.00;+50V;-4.972005E-10;;;;;
2025-06-25 14:19:59;1.15;5.00;+50V;-6.452584E-10;;;;;
2025-06-25 14:20:04;0.20;6.00;+50V;-4.864513E-10;;;;;
2025-06-25 14:20:04;0.39;6.00;+50V;-5.270144E-10;;;;;
2025-06-25 14:20:05;0.58;6.00;+50V;-6.429260E-10;;;;;
2025-06-25 14:20:05;0.77;6.00;+50V;-4.980121E-10;;;;;
2025-06-25 14:20:05;0.96;6.00;+50V;-6.788248E-10;;;;;
2025-06-25 14:20:05;1.15;6.00;+50V;-4.386897E-10;;;;;
2025-06-25 14:20:10;0.20;7.00;+50V;-7.164437E-10;;;;;
2025-06-25 14:20:11;0.39;7.00;+50V;-7.107630E-10;;;;;
2025-06-25 14:20:11;0.58;7.00;+50V;-4.496408E-10;;;;;
2025-06-25 14:20:11;0.77;7.00;+50V;-7.129902E-10;;;;;
2025-06-25 14:20:11;0.96;7.00;+50V;-4.655619E-10;;;;;
2025-06-25 14:20:11;1.15;7.00;+50V;-6.958563E-10;;;;;
2025-06-25 14:20:17;0.20;8.00;+50V;-6.780184E-10;;;;;
2025-06-25 14:20:17;0.39;8.00;+50V;-6.866401E-10;;;;;
2025-06-25 14:20:17;0.58;8.00;+50V;-4.990252E-10;;;;;
2025-06-25 14:20:17;0.77;8.00;+50V;-6.772087E-10;;;;;
2025-06-25 14:20:17;0.96;8.00;+50V;-6.526613E-10;;;;;
2025-06-25 14:20:18;1.15;8.00;+50V;-6.760932E-10;;;;;
2025-06-25 14:20:23;0.18;9.00;+50V;-6.820682E-10;;;;;
2025-06-25 14:20:23;0.37;9.00;+50V;-6.671612E-10;;;;;
2025-06-25 14:20:23;0.56;9.00;+50V;-4.821926E-10;;;;;
2025-06-25 14:20:23;0.75;9.00;+50V;-6.633092E-10;;;;;
2025-06-25 14:20:23;0.94;9.00;+50V;-4.785415E-10;;;;;
2025-06-25 14:20:24;1.13;9.00;+50V;-6.876474E-10;;;;;
2025-06-25 14:20:29;0.20;10.00;+50V;-5.256960E-10;;;;;
2025-06-25 14:20:29;0.39;10.00;+50V;-5.088616E-10;;;;;
2025-06-25 14:20:29;0.58;10.00;+50V;-6.366386E-10;;;;;
2025-06-25 14:20:29;0.77;10.00;+50V;-5.244787E-10;;;;;
2025-06-25 14:20:30;0.96;10.00;+50V;-6.396809E-10;;;;;
2025-06-25 14:20:30;1.15;10.00;+50V;-5.366487E-10;;;;;
2025-06-25 14:20:41;0.20;0.00;-50V;-5.495261E-10;;0.00;-5.6447484000e-10;-5.7401773333e-10;-0.016906
2025-06-25 14:20:42;0.39;0.00;-50V;-5.587549E-10;;1.00;-5.8255428333e-10;-5.5128796667e-10;0.053671
2025-06-25 14:20:42;0.58;0.00;-50V;-6.310611E-10;;2.00;-6.1187458333e-10;-5.5976925000e-10;0.085157
2025-06-25 14:20:42;0.77;0.00;-50V;-5.652459E-10;;3.00;-5.5985421667e-10;-5.8240378333e-10;-0.040278
2025-06-25 14:20:42;0.96;0.00;-50V;-5.959746E-10;;4.00;-6.1775851667e-10;-5.8260461667e-10;0.056906
2025-06-25 14:20:42;1.15;0.00;-50V;-5.435438E-10;;5.00;-6.0961475000e-10;-5.4021281667e-10;0.113846
2025-06-25 14:20:48;0.20;1.00;-50V;-4.854366E-10;;6.00;-5.4531971667e-10;-5.4663863333e-10;-0.002419
2025-06-25 14:20:48;0.38;1.00;-50V;-5.281309E-10;;7.00;-6.2520931667e-10;-5.6352211667e-10;0.098666
2025-06-25 14:20:48;0.57;1.00;-50V;-4.494380E-10;;8.00;-6.4494115000e-10;-5.9877828333e-10;0.071577
2025-06-25 14:20:48;0.76;1.00;-50V;-6.867432E-10;;9.00;-6.1015335000e-10;-6.2000368333e-10;-0.016144
2025-06-25 14:20:48;0.95;1.00;-50V;-4.836115E-10;;10.00;-5.6200075000e-10;-5.7959788333e-10;-0.031312
2025-06-25 14:20:49;1.14;1.00;-50V;-6.743676E-10;;;;;
2025-06-25 14:20:54;0.18;2.00;-50V;-5.024737E-10;;;;;
2025-06-25 14:20:54;0.37;2.00;-50V;-5.410086E-10;;;;;
2025-06-25 14:20:54;0.56;2.00;-50V;-6.375486E-10;;;;;
2025-06-25 14:20:54;0.75;2.00;-50V;-5.130201E-10;;;;;
2025-06-25 14:20:54;0.94;2.00;-50V;-6.660457E-10;;;;;
2025-06-25 14:20:55;1.13;2.00;-50V;-4.985188E-10;;;;;
2025-06-25 14:21:00;0.20;3.00;-50V;-4.737750E-10;;;;;
2025-06-25 14:21:00;0.41;3.00;-50V;-4.550150E-10;;;;;
2025-06-25 14:21:00;0.61;3.00;-50V;-7.041771E-10;;;;;
2025-06-25 14:21:00;0.80;3.00;-50V;-7.020529E-10;;;;;
2025-06-25 14:21:01;0.99;3.00;-50V;-4.698200E-10;;;;;
2025-06-25 14:21:01;1.20;3.00;-50V;-6.895827E-10;;;;;
2025-06-25 14:21:06;0.20;4.00;-50V;-5.528733E-10;;;;;
2025-06-25 14:21:06;0.38;4.00;-50V;-5.750798E-10;;;;;
2025-06-25 14:21:06;0.58;4.00;-50V;-6.828878E-10;;;;;
2025-06-25 14:21:07;0.77;4.00;-50V;-5.542930E-10;;;;;
2025-06-25 14:21:07;0.96;4.00;-50V;-6.021606E-10;;;;;
2025-06-25 14:21:07;1.15;4.00;-50V;-5.283332E-10;;;;;
2025-06-25 14:21:12;0.20;5.00;-50V;-4.583615E-10;;;;;
2025-06-25 14:21:12;0.39;5.00;-50V;-4.521757E-10;;;;;
2025-06-25 14:21:13;0.58;5.00;-50V;-7.033531E-10;;;;;
2025-06-25 14:21:13;0.79;5.00;-50V;-4.634319E-10;;;;;
2025-06-25 14:21:13;0.98;5.00;-50V;-7.012326E-10;;;;;
2025-06-25 14:21:13;1.17;5.00;-50V;-4.627221E-10;;;;;
2025-06-25 14:21:18;0.18;6.00;-50V;-4.868562E-10;;;;;
2025-06-25 14:21:19;0.35;6.00;-50V;-4.748904E-10;;;;;
2025-06-25 14:21:19;0.54;6.00;-50V;-6.854198E-10;;;;;
2025-06-25 14:21:19;0.73;6.00;-50V;-4.761071E-10;;;;;
2025-06-25 14:21:19;0.92;6.00;-50V;-6.865353E-10;;;;;
2025-06-25 14:21:19;1.11;6.00;-50V;-4.700230E-10;;;;;
2025-06-25 14:21:25;0.18;7.00;-50V;-5.290436E-10;;;;;
2025-06-25 14:21:25;0.37;7.00;-50V;-5.225529E-10;;;;;
2025-06-25 14:21:25;0.56;7.00;-50V;-6.378529E-10;;;;;
2025-06-25 14:21:25;0.75;7.00;-50V;-5.214379E-10;;;;;
2025-06-25 14:21:25;0.94;7.00;-50V;-6.405922E-10;;;;;
2025-06-25 14:21:25;1.13;7.00;-50V;-5.296532E-10;;;;;
2025-06-25 14:21:31;0.20;8.00;-50V;-6.497176E-10;;;;;
2025-06-25 14:21:31;0.39;8.00;-50V;-5.955669E-10;;;;;
2025-06-25 14:21:31;0.58;8.00;-50V;-5.141360E-10;;;;;
2025-06-25 14:21:31;0.77;8.00;-50V;-6.309597E-10;;;;;
2025-06-25 14:21:31;0.96;8.00;-50V;-5.478029E-10;;;;;
2025-06-25 14:21:32;1.15;8.00;-50V;-6.544866E-10;;;;;
2025-06-25 14:21:37;0.20;9.00;-50V;-7.061002E-10;;;;;
2025-06-25 14:21:37;0.39;9.00;-50V;-6.953492E-10;;;;;
2025-06-25 14:21:37;0.58;9.00;-50V;-4.544065E-10;;;;;
2025-06-25 14:21:37;0.77;9.00;-50V;-6.938281E-10;;;;;
2025-06-25 14:21:38;0.96;9.00;-50V;-4.658660E-10;;;;;
2025-06-25 14:21:38;1.15;9.00;-50V;-7.044721E-10;;;;;
2025-06-25 14:21:43;0.19;10.00;-50V;-7.166446E-10;;;;;
2025-06-25 14:21:43;0.38;10.00;-50V;-4.521758E-10;;;;;
2025-06-25 14:21:43;0.57;10.00;-50V;-6.925237E-10;;;;;
2025-06-25 14:21:44;0.78;10.00;-50V;-4.609978E-10;;;;;
2025-06-25 14:21:44;0.97;10.00;-50V;-6.905969E-10;;;;;
2025-06-25 14:21:44;1.16;10.00;-50V;-4.646485E-10;;;;;



2025-06-25 14:23:39;0.20;0.00;+50V;-4.469030E-10;;0.00;-5.3700238333e-10;;
2025-06-25 14:23:39;0.41;0.00;+50V;-4.531897E-10;;1.00;-5.9237078333e-10;;
2025-06-25 14:23:40;0.60;0.00;+50V;-7.038674E-10;;2.00;-5.3811628333e-10;;
2025-06-25 14:23:40;0.79;0.00;+50V;-4.500464E-10;;3.00;-6.0724806667e-10;;
2025-06-25 14:23:40;0.98;0.00;+50V;-7.230313E-10;;4.00;-5.5361718333e-10;;
2025-06-25 14:23:40;1.17;0.00;+50V;-4.449765E-10;;5.00;-6.1933605000e-10;;
2025-06-25 14:23:45;0.20;1.00;+50V;-6.168615E-10;;6.00;-5.8224250000e-10;;
2025-06-25 14:23:46;0.39;1.00;+50V;-6.340982E-10;;7.00;-6.2708805000e-10;;
2025-06-25 14:23:46;0.58;1.00;+50V;-5.386781E-10;;8.00;-5.7550405000e-10;;
2025-06-25 14:23:46;0.77;1.00;+50V;-6.295361E-10;;9.00;-5.4308765000e-10;;
2025-06-25 14:23:46;0.96;1.00;+50V;-5.373585E-10;;10.00;-5.3960525000e-10;;
2025-06-25 14:23:46;1.15;1.00;+50V;-5.976923E-10;;;;;
2025-06-25 14:23:52;0.20;2.00;+50V;-4.577531E-10;;;;;
2025-06-25 14:23:52;0.39;2.00;+50V;-4.537981E-10;;;;;
2025-06-25 14:23:52;0.60;2.00;+50V;-7.024441E-10;;;;;
2025-06-25 14:23:52;0.79;2.00;+50V;-4.572461E-10;;;;;
2025-06-25 14:23:52;0.98;2.00;+50V;-7.173468E-10;;;;;
2025-06-25 14:23:53;1.17;2.00;+50V;-4.401095E-10;;;;;
2025-06-25 14:23:58;0.20;3.00;+50V;-6.543852E-10;;;;;
2025-06-25 14:23:58;0.39;3.00;+50V;-6.670645E-10;;;;;
2025-06-25 14:23:58;0.58;3.00;+50V;-4.949683E-10;;;;;
2025-06-25 14:23:58;0.77;3.00;+50V;-6.594602E-10;;;;;
2025-06-25 14:23:59;0.96;3.00;+50V;-5.010544E-10;;;;;
2025-06-25 14:23:59;1.15;3.00;+50V;-6.665558E-10;;;;;
2025-06-25 14:24:04;0.20;4.00;+50V;-4.873645E-10;;;;;
2025-06-25 14:24:04;0.39;4.00;+50V;-5.041977E-10;;;;;
2025-06-25 14:24:04;0.58;4.00;+50V;-6.628006E-10;;;;;
2025-06-25 14:24:04;0.77;4.00;+50V;-4.975057E-10;;;;;
2025-06-25 14:24:05;0.96;4.00;+50V;-6.837889E-10;;;;;
2025-06-25 14:24:05;1.15;4.00;+50V;-4.860457E-10;;;;;
2025-06-25 14:24:10;0.20;5.00;+50V;-6.936393E-10;;;;;
2025-06-25 14:24:10;0.39;5.00;+50V;-6.948544E-10;;;;;
2025-06-25 14:24:10;0.60;5.00;+50V;-4.799608E-10;;;;;
2025-06-25 14:24:11;0.79;5.00;+50V;-6.859302E-10;;;;;
2025-06-25 14:24:11;0.98;5.00;+50V;-4.819890E-10;;;;;
2025-06-25 14:24:11;1.19;5.00;+50V;-6.796426E-10;;;;;
2025-06-25 14:24:16;0.20;6.00;+50V;-4.974033E-10;;;;;
2025-06-25 14:24:16;0.41;6.00;+50V;-5.354306E-10;;;;;
2025-06-25 14:24:17;0.60;6.00;+50V;-6.304540E-10;;;;;
2025-06-25 14:24:17;0.81;6.00;+50V;-5.502360E-10;;;;;
2025-06-25 14:24:17;1.00;6.00;+50V;-6.976886E-10;;;;;
2025-06-25 14:24:22;0.20;7.00;+50V;-7.166485E-10;;;;;
2025-06-25 14:24:22;0.39;7.00;+50V;-7.237431E-10;;;;;
2025-06-25 14:24:23;0.60;7.00;+50V;-4.455851E-10;;;;;
2025-06-25 14:24:23;0.79;7.00;+50V;-7.221226E-10;;;;;
2025-06-25 14:24:23;0.98;7.00;+50V;-4.452810E-10;;;;;
2025-06-25 14:24:23;1.17;7.00;+50V;-7.091480E-10;;;;;
2025-06-25 14:24:28;0.20;8.00;+50V;-6.020560E-10;;;;;
2025-06-25 14:24:29;0.39;8.00;+50V;-6.243644E-10;;;;;
2025-06-25 14:24:29;0.58;8.00;+50V;-5.287388E-10;;;;;
2025-06-25 14:24:29;0.77;8.00;+50V;-6.236534E-10;;;;;
2025-06-25 14:24:29;0.96;8.00;+50V;-5.501381E-10;;;;;
2025-06-25 14:24:29;1.15;8.00;+50V;-5.240736E-10;;;;;
2025-06-25 14:24:35;0.20;9.00;+50V;-4.703277E-10;;;;;
2025-06-25 14:24:35;0.39;9.00;+50V;-4.954772E-10;;;;;
2025-06-25 14:24:35;0.58;9.00;+50V;-6.730428E-10;;;;;
2025-06-25 14:24:35;0.77;9.00;+50V;-4.788461E-10;;;;;
2025-06-25 14:24:35;0.96;9.00;+50V;-6.706059E-10;;;;;
2025-06-25 14:24:36;1.15;9.00;+50V;-4.702262E-10;;;;;
2025-06-25 14:24:41;0.20;10.00;+50V;-4.398054E-10;;;;;
2025-06-25 14:24:41;0.39;10.00;+50V;-4.475115E-10;;;;;
2025-06-25 14:24:41;0.58;10.00;+50V;-7.164419E-10;;;;;
2025-06-25 14:24:41;0.77;10.00;+50V;-4.564348E-10;;;;;
2025-06-25 14:24:42;0.96;10.00;+50V;-7.245524E-10;;;;;
2025-06-25 14:24:42;1.15;10.00;+50V;-4.528855E-10;;;;;
2025-06-25 14:24:50;0.20;0.00;-50V;-5.287394E-10;;0.00;-5.3700238333e-10;-5.5420805000e-10;-0.032040
2025-06-25 14:24:50;0.39;0.00;-50V;-5.063272E-10;;1.00;-5.9237078333e-10;-5.7121210000e-10;0.035719
2025-06-25 14:24:50;0.58;0.00;-50V;-6.210156E-10;;2.00;-5.3811628333e-10;-5.4836071667e-10;-0.019038
2025-06-25 14:24:50;0.77;0.00;-50V;-5.137304E-10;;3.00;-6.0724806667e-10;-5.4009635000e-10;0.110584
2025-06-25 14:24:51;0.96;0.00;-50V;-6.331855E-10;;4.00;-5.5361718333e-10;-5.3757663333e-10;0.028974
2025-06-25 14:24:51;1.15;0.00;-50V;-5.222502E-10;;5.00;-6.1933605000e-10;-5.4087461667e-10;0.126686
2025-06-25 14:24:56;0.18;1.00;-50V;-5.525698E-10;;6.00;-5.8224250000e-10;-5.5478410000e-10;0.047160
2025-06-25 14:24:56;0.35;1.00;-50V;-5.531789E-10;;7.00;-6.2708805000e-10;-5.4450725000e-10;0.131689
2025-06-25 14:24:56;0.54;1.00;-50V;-5.809669E-10;;8.00;-5.7550405000e-10;-5.3467243333e-10;0.070949
2025-06-25 14:24:56;0.73;1.00;-50V;-5.738630E-10;;9.00;-5.4308765000e-10;-5.6695291667e-10;-0.043944
2025-06-25 14:24:57;0.92;1.00;-50V;-6.069258E-10;;10.00;-5.3960525000e-10;-6.1583198333e-10;-0.141264
2025-06-25 14:24:57;1.11;1.00;-50V;-5.597682E-10;;;;;
2025-06-25 14:25:02;0.20;2.00;-50V;-4.769192E-10;;;;;
2025-06-25 14:25:02;0.39;2.00;-50V;-4.904065E-10;;;;;
2025-06-25 14:25:02;0.58;2.00;-50V;-6.726357E-10;;;;;
2025-06-25 14:25:03;0.77;2.00;-50V;-5.075445E-10;;;;;
2025-06-25 14:25:03;0.96;2.00;-50V;-7.009266E-10;;;;;
2025-06-25 14:25:03;1.15;2.00;-50V;-4.417318E-10;;;;;
2025-06-25 14:25:08;0.18;3.00;-50V;-4.501478E-10;;;;;
2025-06-25 14:25:08;0.37;3.00;-50V;-4.590714E-10;;;;;
2025-06-25 14:25:09;0.56;3.00;-50V;-7.046823E-10;;;;;
2025-06-25 14:25:09;0.77;3.00;-50V;-4.635333E-10;;;;;
2025-06-25 14:25:09;0.96;3.00;-50V;-7.054917E-10;;;;;
2025-06-25 14:25:09;1.17;3.00;-50V;-4.576516E-10;;;;;
2025-06-25 14:25:14;0.20;4.00;-50V;-4.508575E-10;;;;;
2025-06-25 14:25:15;0.39;4.00;-50V;-4.515674E-10;;;;;
2025-06-25 14:25:15;0.60;4.00;-50V;-7.067049E-10;;;;;
2025-06-25 14:25:15;0.79;4.00;-50V;-4.567390E-10;;;;;
2025-06-25 14:25:15;0.98;4.00;-50V;-7.127893E-10;;;;;
2025-06-25 14:25:15;1.17;4.00;-50V;-4.468017E-10;;;;;
2025-06-25 14:25:21;0.20;5.00;-50V;-4.628232E-10;;;;;
2025-06-25 14:25:21;0.39;5.00;-50V;-4.518716E-10;;;;;
2025-06-25 14:25:21;0.58;5.00;-50V;-7.092457E-10;;;;;
2025-06-25 14:25:21;0.77;5.00;-50V;-4.525814E-10;;;;;
2025-06-25 14:25:21;0.96;5.00;-50V;-6.960661E-10;;;;;
2025-06-25 14:25:22;1.15;5.00;-50V;-4.726597E-10;;;;;
2025-06-25 14:25:27;0.18;6.00;-50V;-5.377654E-10;;;;;
2025-06-25 14:25:27;0.37;6.00;-50V;-5.167736E-10;;;;;
2025-06-25 14:25:27;0.56;6.00;-50V;-6.430246E-10;;;;;
2025-06-25 14:25:27;0.75;6.00;-50V;-5.147449E-10;;;;;
2025-06-25 14:25:27;0.94;6.00;-50V;-5.857294E-10;;;;;
2025-06-25 14:25:28;1.13;6.00;-50V;-5.306667E-10;;;;;
2025-06-25 14:25:33;0.20;7.00;-50V;-4.534939E-10;;;;;
2025-06-25 14:25:33;0.39;7.00;-50V;-5.040966E-10;;;;;
2025-06-25 14:25:33;0.58;7.00;-50V;-6.867330E-10;;;;;
2025-06-25 14:25:33;0.77;7.00;-50V;-4.675897E-10;;;;;
2025-06-25 14:25:34;0.96;7.00;-50V;-6.998111E-10;;;;;
2025-06-25 14:25:34;1.15;7.00;-50V;-4.553192E-10;;;;;
2025-06-25 14:25:39;0.20;8.00;-50V;-4.497423E-10;;;;;
2025-06-25 14:25:39;0.39;8.00;-50V;-4.437598E-10;;;;;
2025-06-25 14:25:39;0.58;8.00;-50V;-7.088438E-10;;;;;
2025-06-25 14:25:40;0.79;8.00;-50V;-4.410221E-10;;;;;
2025-06-25 14:25:40;0.98;8.00;-50V;-7.135048E-10;;;;;
2025-06-25 14:25:40;1.17;8.00;-50V;-4.511618E-10;;;;;
2025-06-25 14:25:45;0.20;9.00;-50V;-5.359412E-10;;;;;
2025-06-25 14:25:45;0.41;9.00;-50V;-5.287394E-10;;;;;
2025-06-25 14:25:46;0.60;9.00;-50V;-6.209165E-10;;;;;
2025-06-25 14:25:46;0.79;9.00;-50V;-5.456747E-10;;;;;
2025-06-25 14:25:46;0.98;9.00;-50V;-6.335924E-10;;;;;
2025-06-25 14:25:46;1.17;9.00;-50V;-5.368533E-10;;;;;
2025-06-25 14:25:51;0.20;10.00;-50V;-7.055931E-10;;;;;
2025-06-25 14:25:52;0.39;10.00;-50V;-6.779105E-10;;;;;
